function,f4425,f4426,f4427,f4428,f4429,f4430,f4431,f4432,f4433,f4434,f4435,f4436,f4437,f4438,f4439,f4440,f4441,f4442,f4443,f4444,f4445,f4446,f4447,f4448,f4449,f4450,f4451,f4452,f4453,f4454,f4455,f4456,f4457,f4458,f4459,f4460,f4461,f4462,f4463,f4464,f4465,f4466,f4467,f4468,f4469,f4470,f4471,f4472,f4473,f4474,f4475,f4476,f4477,f4478,f4479,f4480,f4481,f4482,f4483,f4484,f4485,f4486,f4487,f4488,f4489,f4490,f4491,f4492,f4493,f4494,f4495,f4496,f4497,f4498,f4499,f4500,f4501,f4502,f4503,f4504,f4505,f4506,f4507,f4508,f4509,f4510,f4511,f4512,f4513,f4514,f4515,f4516,f4517,f4518,f4519,f4520,f4521,f4522,f4523,f4524,f4525,f4526,f4527,f4528,f4529,f4530,f4531,f4532,f4533,f4534,f4535,f4536,f4537,f4538,f4539,f4540,f4541,f4542,f4543,f4544,f4545,f4546,f4547,f4548,f4549,f4550,f4551,f4552,f4553,f4554,f4555,f4556,f4557,f4558,f4559,f4560,f4561,f4562,f4563,f4564,f4565,f4566,f4567,f4568,f4569,f4570,f4571,f4572,f4573,f4574,f4575,f4576,f4577,f4578,f4579,f4580,f4581,f4582,f4583,f4584,f4585,f4586,f4587,f4588,f4589,f4590,f4591,f4592,f4593,f4594,f4595,f4596,f4597,f4598,f4599,f4600,f4601,f4602,f4603,f4604,f4605,f4606,f4607,f4608,f4609,f4610,f4611,f4612,f4613,f4614,f4615,f4616,f4617,f4618,f4619,f4620,f4621,f4622,f4623,f4624,f4625,f4626,f4627,f4628,f4629,f4630,f4631,f4632,f4633,f4634,f4635,f4636,f4637,f4638,f4639,f4640,f4641,f4642,f4643,f4644,f4645,f4646,f4647,f4648,f4649,f4650,f4651,f4652,f4653,f4654,f4655,f4656,f4657,f4658,f4659,f4660,f4661,f4662,f4663,f4664,f4665,f4666,f4667,f4668,f4669,f4670,f4671,f4672,f4673,f4674,f4675,f4676,f4677,f4678,f4679,f4680,f4681,f4682,f4683,f4684,f4685,f4686,f4687,f4688,f4689,f4690,f4691,f4692,f4693,f4694,f4695,f4696,f4697,f4698,f4699,f4700,f4701,f4702,f4703,f4704
WK2n,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
WK2p,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
WT1n,7,0,0,0,0,18,0,2,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,1,2,11,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,0,0,2,0,0,0,12,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,6,2,7,6,0,8,0,0,1,0,1,0,6,0,1,0,0,8,16,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,3,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,16,0,7,0,0,0,0,3,0,0,4,6,0,11,0,1,0,3,7,0,3,0,3,1,0,8,9,0,0,0,0
WT1p,0,2,5,1,0,0,5,0,13,6,6,4,0,0,6,7,4,0,2,2,10,3,0,12,3,15,0,3,0,0,8,4,3,2,1,6,5,2,0,20,2,12,0,19,16,16,1,0,23,22,21,25,17,27,23,19,1,24,24,0,7,0,18,19,24,13,23,22,0,32,16,24,33,0,2,0,0,1,6,21,0,22,15,9,0,5,0,0,0,5,8,4,6,0,0,0,16,0,12,24,0,1,9,2,5,2,0,1,5,5,0,0,2,1,0,0,5,9,0,1,0,8,11,18,0,0,6,13,1,0,9,10,17,0,16,3,19,0,0,5,4,29,22,29,0,18,4,18,11,10,0,0,0,0,3,0,10,0,0,11,0,7,0,10,0,5,7,0,0,10,8,7,3,22,13,15,7,11,17,0,0,0,5,5,5,0,2,0,22,13,5,7,0,2,6,14,0,0,8,2,1,9,0,14,13,11,0,1,1,13,0,16,1,7,4,3,11,0,8,7,0,18,34,0,9,0,2,33,1,1,16,4,10,3,17,6,7,5,4,2,8,7,15,3,23,0,0,10,3,0,1,0,2,0,1,2,0,2,4,0,0,5,0,4,0,10,0,0,1,0,1,0,0,0,0,0,10,4,20,2
WT2n,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WT2p,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
time,0,0,0,0,0,0,0,0.120257,0,0.201894,0,0.136171,0.239707,0.147185,0,0,0.289382,0.142232,0,0.240482,0,0,0,0,0,0,0.359106,0.328788,0.178685,0,0,0,0.16594,0,0.08777,0,0,0,0.100298,0,0,0,0.18261,0,0,0,0,0.220217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103934,0,0,0.296084,0,0,0,0.0235841,0,0.189629,0,0,0,0,0,0,0,0,0.213383,0,0,0,0,0,0.388212,0,0,0,0.0862939,0.0774109,0.196372,0.330527,0.307226,0.1301,0,0.274722,0.199328,0.175183,0.084794,0.219836,0,0,0,0,0,0,0,0.198282,0,0,0,0.327331,0,0,0,0,0.184721,0,0,0,0.188348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167687,0.344854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170104,0,0,0,0,0,0,0,0,0,0.220885,0,0,0,0,0,0,0.332537,0.304057,0,0.265277,0.217297,0,0,0,0,0,0.114079,0,0,0.424977,0,0.167839,0,0,0.286292,0,0.344654,0,0,0,0,0,0,0,0,0,0.153681,0,0,0.133219,0,0.20777,0,0,0.214659,0,0,0,0,0,0,0,0,0,0.316006,0.241447,0,0.146438,0.242192,0.322664,0.226075,0.227077,0.256159,0,0.190402,0.163847,0,0,0,0,0,0,0
objective,91,92,95,60,85,104,55,22,52,17,37,15,28,30,35,45,26,41,15,22,35,34,13,61,25,53,37,31,29,30,39,55,14,27,12,37,36,40,14,89,42,48,52,53,114,46,37,25,82,61,85,105,93,107,104,106,73,107,94,69,63,80,94,101,96,79,99,100,70,118,91,94,119,64,95,29,42,12,99,104,29,107,105,40,11,58,21,46,65,39,50,52,40,38,36,53,52,62,48,84,51,28,45,34,34,13,12,22,28,27,24,46,30,22,23,20,16,45,45,16,35,46,64,56,64,73,43,65,29,72,47,63,55,63,83,42,57,65,40,67,33,93,92,94,25,71,42,68,64,80,94,69,59,92,40,93,98,72,41,62,88,69,62,46,55,55,48,28,77,69,38,35,32,83,49,74,39,49,76,25,46,23,57,57,20,50,85,52,82,40,18,31,57,45,48,92,31,64,46,29,60,73,29,82,49,47,31,37,53,99,62,84,37,18,25,39,22,51,57,72,65,70,110,51,38,97,29,120,23,69,68,24,89,30,106,71,30,41,35,45,46,38,85,25,90,56,20,54,31,96,23,28,37,43,38,31,57,31,17,56,85,27,53,36,22,21,39,30,21,24,42,24,22,51,76,88,76,35,62,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,0.400833,0.353699,0.436274,0.311297,0.30907,0.353227,0.295426,0.192309,0.271057,0.264713,0.387256,0.20631,0.238913,0.226748,0.342747,0.398554,0.337505,0.312262,0.161719,0.304488,0.360305,0.239509,0.0967321,0.273575,0.234083,0.317638,0.417715,0.33935,0.256216,0.27027,0.28749,0.301525,0.209529,0.192601,0.0877519,0.315833,0.340479,0.36544,0.101038,0.374229,0.280572,0.34481,0.391965,0.340869,0.341172,0.291436,0.22383,0.194793,0.319021,0.285955,0.246547,0.274591,0.28996,0.287481,0.3442,0.298506,0.25575,0.366967,0.313331,0.341585,0.564233,0.287163,0.334329,0.323244,0.338463,0.334141,0.333965,0.351316,0.336071,0.341063,0.399755,0.298153,0.331819,0.26205,0.24825,0.210316,0.27892,0.103896,0.306323,0.402927,0.299288,0.303695,0.339404,0.299458,0.0831239,0.316558,0.168344,0.187364,0.303095,0.270138,0.243464,0.266188,0.354794,0.294966,0.265836,0.238639,0.256717,0.254271,0.241252,0.260443,0.300549,0.365368,0.445,0.399098,0.328085,0.128777,0.0902381,0.258882,0.343767,0.332783,0.237564,0.295553,0.267188,0.204364,0.193852,0.159476,0.241821,0.295667,0.287163,0.150852,0.137956,0.412933,0.330536,0.413867,0.41568,0.216764,0.342382,0.263281,0.321789,0.318049,0.32233,0.323879,0.456709,0.385447,0.358651,0.347066,0.302411,0.386661,0.238925,0.355336,0.28585,0.327122,0.368041,0.249849,0.206207,0.328645,0.222814,0.354565,0.415094,0.348646,0.346977,0.326081,0.261451,0.34092,0.238535,0.311779,0.341172,0.389049,0.185567,0.391683,0.301538,0.353003,0.191582,0.308303,0.333888,0.35736,0.329857,0.313207,0.267858,0.430716,0.410859,0.289845,0.219203,0.259775,0.343391,0.436252,0.367255,0.341252,0.301738,0.171413,0.321846,0.139321,0.230026,0.346705,0.211039,0.297828,0.308258,0.291681,0.236244,0.323735,0.202773,0.338789,0.210043,0.196601,0.369035,0.402701,0.201182,0.244398,0.366556,0.255875,0.279643,0.344866,0.171681,0.269951,0.221944,0.33884,0.211182,0.321504,0.325896,0.259565,0.185693,0.274016,0.26411,0.26553,0.347029,0.279059,0.27819,0.361618,0.326893,0.32651,0.279936,0.398497,0.37731,0.294966,0.301507,0.378959,0.385042,0.306168,0.179397,0.358378,0.242524,0.276134,0.31848,0.329199,0.315047,0.321203,0.263565,0.35975,0.255049,0.460482,0.261963,0.335624,0.240756,0.182406,0.29414,0.251496,0.126465,0.347203,0.233613,0.336948,0.267582,0.22507,0.247661,0.21134,0.19485,0.227499,0.215987,0.259516,0.210157,0.312284,0.226617,0.332141,0.227661,0.328399,0.173973,0.284749,0.357875,0.424186,0.250547,0.243009,0.210884,0.244058,0.166495,0.164844,0.292135,0.240251,0.334382,0.322611,0.339761,0.232841
objective,89,90,93,55,81,103,49,22,52,17,30,15,28,30,35,45,26,41,15,22,35,26,13,61,25,53,37,31,29,30,36,54,14,27,12,30,35,38,14,84,41,45,52,52,110,46,29,25,82,58,83,103,92,105,104,106,71,104,94,68,60,79,9.30E+01,97,93,75,99,98,69,118,90,92,119,62,95,27,42,12,99,103,29,103,102,39,11,53,21,41,65,39,44,52,37,36,36,53,52,62,46,84,51,28,44,32,34,13,12,22,28,27,24,44,30,22,23,20,16,45,43,16,28,42,62,53,64,72,38,63,29,71,43,61,52,63,81,35,54,65,40,65,33,93,92,94,25,67,38,68,61,80,90,65,59,91,40,92,98,72,36,61,88,64,57,44,52,51,47,28,77,64,36,35,31,80,44,72,35,45,76,25,44,23,51,54,20,50,85,52,80,40,18,31,52,42,44,89,31,59,45,29,60,67,29,80,47,42,31,29,48,97,58,84,35,18,25,32,22,51,56,71,65,70,106,51,38,95,29,119,23,68,68,24,85,30,106,70,30,41,33,42,46,37,85,25,87,53,20,49,31,92,23,28,37,37,38,30,52,30,17,56,80,27,53,34,22,21,39,30,21,24,36,24,22,47,75,83,76,33,61,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reduce time,1,1,1,1,1,1,1,0.374667852,1,0.237309841,1,0.339968979,-0.003323386,0.350887329,1,1,0.142584554,0.544510699,1,0.210208612,1,1,1,1,1,1,0.140308584,0.031124208,0.30260015,1,1,1,0.208033256,1,-0.000206263,1,1,1,0.007323977,1,1,1,0.534116567,1,1,1,1,-0.130518037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.00036575,1,1,0.010705408,1,1,1,0.716277749,1,-0.126437533,1,1,1,1,1,1,1,1,0.105833497,1,1,1,1,1,-0.062523264,1,1,1,0.329896643,0.142148383,0.241461361,0.038514459,0.076797793,0.452358101,1,-0.028197374,0.024642305,0.096305429,0.46829617,0.090914354,1,1,1,1,1,1,1,0.522993649,1,1,1,-0.017222466,1,1,1,1,0.520761609,1,1,1,0.512885965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.46461286,-0.287450813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.154477041,1,1,1,1,1,1,1,1,1,-0.045946151,1,1,1,1,1,1,-0.2523519,0.123828268,1,0.046417916,0.399097943,1,1,1,1,1,0.61324695,1,1,-0.103715958,1,0.064426941,1,1,-0.036786488,1,-0.046947287,1,1,1,1,1,1,1,1,1,0.157478372,1,1,-0.053406081,1,0.110623125,1,1,0.04625672,1,1,1,1,1,1,1,1,1,0.048578766,-0.060554948,1,0.158271686,0.149454432,0.098389102,0.467038045,0.093675039,-0.054113222,1,0.21984938,0.015904382,1,1,1,1,1,1,1
reduce cost,-2,-2,-2,-5,-4,-1,-6,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,-3,-1,0,0,0,-7,-1,-2,0,-5,-1,-3,0,-1,-4,0,-8,0,0,-3,-2,-2,-1,-2,0,0,-2,-3,0,-1,-3,-1,-1.0000005,-4,-3,-4,0,-2,-1,0,-1,-2,0,-2,0,-2,0,0,0,-1,0,-4,-3,-1,0,-5,0,-5,0,0,-6,0,-3,-2,0,0,0,0,-2,0,0,0,-1,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,-2,0,-7,-4,-2,-3,0,-1,-5,-2,0,-1,-4,-2,-3,0,-2,-7,-3,0,0,-2,0,0,0,0,0,-4,-4,0,-3,0,-4,-4,0,-1,0,-1,0,0,-5,-1,0,-5,-5,-2,-3,-4,-1,0,0,-5,-2,0,-1,-3,-5,-2,-4,-4,0,0,-2,0,-6,-3,0,0,0,0,-2,0,0,0,-5,-3,-4,-3,0,-5,-1,0,0,-6,0,-2,-2,-5,0,-8,-5,-2,-4,0,-2,0,0,-7,0,0,-1,-1,0,0,-4,0,0,-2,0,-1,0,-1,0,0,-4,0,0,-1,0,0,-2,-3,0,-1,0,0,-3,-3,0,-5,0,-4,0,0,0,-6,0,-1,-5,-1,0,0,-5,0,0,-2,0,0,0,0,0,0,-6,0,0,-4,-1,-5,0,-2,-1,-4
