function,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f338,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f370,f371,f372,f373,f374,f375,f376,f377,f378,f379,f380,f381,f382,f383,f384,f385,f386,f387,f388,f389,f390,f391,f392,f393,f394,f395,f396,f397,f398,f399,f400,f401,f402,f403,f404,f405,f406,f407,f408,f409,f410,f411,f412,f413,f414,f415,f416,f417,f418,f419,f420,f421,f422,f423,f424,f425,f426,f427,f428,f429,f430,f431,f432,f433,f434,f435,f436,f437,f438,f439,f440,f441,f442,f443,f444,f445,f446,f447,f448
WC2n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WC2p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
WD1n,0,1,0,0,1,0,0,0,1,0,0,0,2,0,2,0,2,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,2,2,0,0,1,0,2,1,1,1,0,1,1,2,0,2,0,1,0,0,2,0,0,1,0,3,0,0,3,0,0,0,0,2,1,0,0,2,3,2,2,0,0,3,0,2,0,3,2,0,0,2,0,2,1,3,0,2,0,1,0,2,0,0,0,0,0,2,1,2,2,0,1,1,1,0,0,0,0,1,1,0,1,2,2,0,0,0,1,0,0,2,0,1,3,1,0,1,0,1,1,0,0,1,2,2,1,2,0,0,1,3,0,0,3,1,0,2,0,1,1,0,2,0,0,0,1,0,2,2,1,0,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,0,0,3,0,2,0,0,0,1,0,1,0,0,0,1,0,2,3,1,1,0,0,2,2,0,0,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,1,1,2,0,1,0,2,2,0,0,0,3,1,0,2,0,3,2,0,0,0,0,0,2,3,1,1,2,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,2,0,0,0,1,3,1
WD1p,1,0,1,1,0,1,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,1,1,2,1,1,0,1,1,0,2,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,2,0,2,0,1,2,0,2,1,2,1,0,0,1,1,0,0,0,0,1,3,0,2,0,1,0,0,1,3,0,1,0,0,0,1,0,1,0,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,3,2,2,2,0,0,1,0,0,0,3,2,2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,3,0,2,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,0,1,0,0,1,3,1,0,1,1,1,1,1,1,0,2,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,3,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,1,2,2,1,0,1,2,3,2,0,1,2,0,2,1,1,1,2,0,0,1,1,0,0,3,1,1,0,0,0,0,2,0,2,0,0,2,1,1,0,0,1,0,2,0,0,3,1,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,3,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2,2,0,0,0
WD2n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
WD2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WE1n,0,1,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,2,3,0,0,2,3,0,0,0,2,0,0,3,0,0,3,0,3,0,3,4,0,0,0,0,2,0,3,0,3,0,0,3,0,1,0,0,3,0,3,0,2,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,3,3,0,2,0,0,2,3,3,3,4,4,4,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,2,0,0,3,2,0,3,2,2,2,0,0,3,3,4,3,0,0,0,0,0,3,2,2,4,3,4,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,3,0,0,1,0,0,0,0,0,2,0,0,3,2,2,0,0,2,3,2,2,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,2,3,0,3,0,0,0,0,2,0,4,0,0,0,2,0,2,0,0,2,0,2,2,3,2,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,3,4,0,3,4,0,2,2,0,0,0,0,1,0,3,0,0,0,2,0,0,3,0,0,3,0,3,4,0,0,2,0,0,0,0,0,0,0,0,4,1,0,3,0,0,2,0,3,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,3,0,0,2,0,3,1,0,2,2,0,0,3,0,2,3,0,2,2,0,0,3,0,2,0,2,2,0,0,0,2,3,3,3,0,0,0,4,3,0,2,3,0,2,0,2,0,2,0,2,2,0,3,2,0,0
WE1p,2,0,1,1,1,1,1,2,0,2,0,1,2,2,0,2,2,1,0,0,2,2,0,0,2,2,2,0,2,2,0,4,1,0,2,0,3,0,0,2,4,2,2,0,1,0,2,0,2,2,0,1,0,2,1,0,2,0,2,0,1,1,3,0,2,0,3,1,0,0,1,2,3,1,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,3,2,3,2,1,3,2,0,2,3,0,2,0,2,3,2,0,2,1,0,0,2,0,0,0,0,4,2,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,2,2,3,2,2,3,3,2,0,0,0,0,3,3,0,3,2,0,3,2,1,2,4,0,1,4,0,0,0,2,2,0,0,0,0,0,4,0,2,2,2,2,0,2,1,4,2,1,2,2,2,0,1,0,0,0,2,0,2,4,1,3,0,2,0,1,2,2,0,2,0,2,1,0,2,0,0,0,0,1,2,3,1,0,0,0,1,2,0,2,3,1,4,4,2,0,0,1,0,0,4,0,0,1,2,4,2,0,1,0,3,1,1,0,2,3,0,2,2,0,3,0,0,2,4,0,3,2,2,1,2,2,3,1,0,0,1,0,3,3,0,3,0,3,3,1,1,3,0,0,0,3,3,2,3,0,2,2,0,3,4,0,1,0,0,2,0,0,2,2,0,2,0,0,2,0,0,2,2,0,2,0,2,0,0,3,1,4,0,0,0,0,3,2,2,0,0,2,0,0,2,0,2,0,2,0,1,0,0,2,0,0,3,2
WE2n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WE2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WT1n,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,2,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,3,0,3,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,3,2,0,0,0,0,4,0,0,0,1,0,2,1,3,0,0,2,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,3,0,3,0,0,0,1,0,0,2,2,0,0
WT1p,3,0,2,0,1,4,3,2,0,1,0,5,2,5,0,1,2,2,1,1,1,2,0,0,2,3,1,1,3,1,1,2,2,2,2,0,1,0,0,3,1,2,2,1,1,0,3,0,2,4,0,1,0,2,3,0,1,0,2,1,2,1,2,0,0,1,4,2,0,1,3,2,4,3,4,3,0,1,0,3,3,0,0,0,1,1,0,0,0,1,1,0,1,3,4,2,0,3,2,0,3,0,1,2,2,0,2,1,0,0,1,0,0,0,0,5,1,0,0,1,0,2,3,1,1,3,0,0,0,0,0,0,0,3,2,0,1,1,1,0,2,0,2,0,0,0,2,0,0,2,0,2,4,3,3,1,2,2,0,0,1,0,3,1,0,0,0,1,0,1,0,3,0,3,0,1,0,0,0,1,0,4,3,0,0,2,0,1,0,0,0,2,0,1,2,0,2,0,3,1,2,0,2,0,1,2,0,5,0,0,0,0,2,2,0,3,0,1,1,3,0,0,1,1,2,1,0,2,0,0,0,0,0,4,0,0,0,2,1,0,0,2,0,1,2,0,0,1,0,0,2,2,0,0,0,0,2,1,0,0,2,2,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1,0,2,4,0,1,0,2,0,1,1,0,2,0,0,4,3,0,4,1,2,0,1,0,2,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,2,0,3,0,0,3,0,0,0,2
WT2n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WT2p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
time,0.0030179,0.000844002,0.00183606,0.00296116,0.00256991,0.00337696,0.00338101,0.00290799,0.00507402,0.00338602,0.00204992,0.00516081,0.00608087,0.00714493,0.00422907,0,0.0109711,0,0,0.00313807,0,0,0,0.0038619,0,0,0.00332189,0,0,0,0.00434685,0.00300097,0,0.00496912,0,0.00363708,0.00465608,0.004035,0.00401902,0,0.00488496,0,0,0.00295687,0.0048449,0.00563097,0,0.00479007,0,0.00483108,0.00764203,0,0,0,0,0.00612187,0,0.00492883,0,0.00230908,0,0,0.004462,0.00440621,0.00245905,0.00334001,0.00401497,0,0.00237608,0.00382519,0,0.0031271,0.00317001,0.00620699,0,0.00384402,0.0034349,0.00460601,0.00255704,0,0,0.00460887,0.00374794,0.00359488,0.00337601,0.00232792,0.00271487,0.00655103,0.00484705,0.00409794,0,0.00291085,0.00540209,0,0.00538802,0.00334501,0.00392389,0.00623679,0.0044179,0.00304008,0,0.00482702,0,0.00478816,0,0.00305581,0.00314689,0,0.005476,0,0.00270796,0.00694585,0.00341797,0.00239682,0.003618,0.00366497,0,0.003582,0.0052371,0.00519395,0.00534201,0.00378108,0.00477386,0.00624299,0.00628209,0,0.00418615,0.00654006,0.00521684,0.00294089,0.00292492,0.00243092,0.00354099,0,0,0.00330806,0,0,0.00674891,0.00448394,0,0.00684595,0,0.00525212,0,0.00322199,0.00434494,0.00395203,0.00349712,0.00278306,0.00444913,0.00486517,0.00616908,0,0,0.00307584,0,0,0.00294495,0.00552416,0,0.00237513,0,0,0.003093,0.0034461,0.00555897,0,0.00471187,0.00371003,0.003649,0.00328898,0.00267911,0.00312209,0,0.00291681,0.00439596,0.002141,0.00283313,0.00279403,0,0,0,0.004807,0.00555682,0,0.00482893,0,0.00499296,0.00324917,0.005404,0.0047071,0.00489688,0,0.00665498,0.00218105,0,0.0067358,0,0.00299907,0,0.00232792,0.00296903,0,0,0,0.00369596,0.00647807,0,0.00391912,0.00369096,0.00477004,0,0,0.00818515,0,0.00265384,0,0,0,0.002949,0.00320411,0,0.00331903,0,0.00349593,0.00237393,0,0.00832701,0.00556016,0.00302911,0.003227,0.00630093,0.00599504,0.00306487,0.00561905,0.00243998,0.00251603,0.00288701,0.00265622,0.00598907,0,0.00425911,0.00292993,0,0.00211501,0.00317907,0.00254798,0.00246096,0.00363898,0,0,0.00480604,0.00284004,0.00462484,0.002918,0,0.00397801,0,0.0028162,0,0,0.00162411,0.00374603,0.00536609,0.00369501,0.00184703,0.00317383,0.00209403,0.0021162,0.002671,0.00441694,0.00563097,0.00288701,0.00273681,0.00656986,0.00345898,0.00643611,0,0.00204396,0.00432396,0.00283599,0.00529909,0.00678205,0.00553799,0.00422502,0.00305796,0.00314593,0.00474501,0.00485992,0,0.00285006,0.00334096,0.00574493,0.00666285,0,0.00586486,0,0,0.00210094,0,0,0,0.00602698,0,0.00369215,0.00459409,0,0,0,0,0,0.00556803,0,0.00267291,0.00673199,0.00315499,0,0.00511503,0,0.00315905,0.00256705,0.00263286,0.0028441,0.00301099,0.00377202,0.00523806,0,0.00306916,0.00446296,0,0,0.00390291,0.00344419,0.00609112,0,0.00626493,0,0,0,0.00256205,0.00272608,0.00306511,0.0040288,0.00308394,0.00310302,0
objective,9,5,7,7,6,9,8,8,11,10,8,10,11,11,10,11,11,9,11,10,13,12,10,12,14,16,9,13,13,11,11,10,13,12,16,12,12,13,10,17,9,14,16,9,11,12,15,11,14,13,12,10,7,13,12,12,13,11,13,10,11,8,11,11,7,13,14,13,10,11,14,11,13,13,15,11,10,10,9,14,13,10,11,10,9,9,10,11,12,12,13,10,10,16,13,11,9,12,13,9,15,11,13,13,14,9,12,10,12,10,10,14,10,10,9,13,10,11,12,11,13,12,12,10,12,12,11,14,11,10,8,9,12,15,14,12,13,13,10,11,16,13,11,14,13,11,12,10,11,9,9,12,15,10,14,11,13,10,10,12,10,7,12,9,10,7,11,9,10,12,9,10,9,10,10,10,11,9,10,8,7,16,14,10,12,11,11,12,11,11,13,11,12,8,11,9,13,11,14,9,12,8,10,10,13,13,10,12,13,11,12,13,13,13,11,12,8,11,10,14,10,10,10,10,11,11,8,14,15,13,10,12,11,12,10,11,9,9,10,9,13,10,12,11,13,8,11,9,9,10,13,11,12,11,11,9,12,9,12,10,11,13,5,10,11,11,6,10,9,8,12,11,14,11,12,14,12,12,10,8,9,11,12,12,11,10,11,10,11,12,14,10,10,11,12,10,15,11,15,8,12,13,13,16,12,11,13,11,11,11,13,12,14,15,7,10,9,10,10,10,10,8,11,10,8,12,12,10,8,13,10,8,9,12,14,12,13,12,10,11,8,10,10,13,11,9,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
